"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/22 Mole cricket - Baudewijn Ode.wav","22 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/22 Mole cricket - example 2 - Baudewijn Ode.wav","22 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/26 Large marsh grasshopper - 1 series - Baudewijn Ode.wav","26 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/26 Large marsh grasshopper - 1 series - example 2 - Baudewijn Ode.wav","26 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/29 Stripe-winged grasshopper - 1 echeme - Baudewijn Ode.wav","29 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/29 Stripe-winged grasshopper - 1 echeme - example 2 - Baudewijn Ode.wav","29 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/30 Lesser Mottled Grasshopper - 1 echeme - Baudewijn Ode.wav","30 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/30 Lesser Mottled Grasshopper - 1 echeme - example 2 - Baudewijn Ode.wav","30 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/30 Lesser Mottled Grasshopper - 1 echeme - example 3 - Baudewijn Ode.wav","30 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/31 Common green grasshopper - 1 echeme - Baudewijn Ode.wav","31 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/31 Common green grasshopper - 1 echeme - example 2 - Baudewijn Ode.wav","31 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/32 Woodland grasshopper - 1 echeme - Baudewijn Ode.wav","32 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/32 Woodland grasshopper - 1 echeme - example 2 - Baudewijn Ode.wav","32 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/32 Woodland grasshopper - 1 echeme - example 3 - Baudewijn Ode.wav","32 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/35 Heath grasshopper - 1 echeme - Baudewijn Ode.wav","35 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/35 Heath grasshopper - 1 echeme - example 2 - Baudewijn Ode.wav","35 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/35 Heath grasshopper - 1 echeme - example 3 - Baudewijn Ode.wav","35 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/37 Field grasshopper - 1 series of echemes - Baudewijn Ode.wav","37 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/37 Field grasshopper - 1 series of echemes - example 2 - Baudewijn Ode.wav","37 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/37 Field grasshopper - 4 echemes - at low temperature - Baudewijn Ode.wav","37 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/40 Lesser marsh grasshopper - 1 series of echemes - Baudewijn Ode.wav","40 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/40 Lesser marsh grasshopper - 1 series of echemes - example 2 - Baudewijn Ode.wav","40 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/42 Meadow grasshopper - at lower temperature - 2 echemes - other males in the background - Baudewijn Ode.wav","42 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/42 Meadow grasshopper - several echemes - Baudewijn Ode.wav","42 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/44 Mottled grasshopper - 1 series of echemes - Baudewijn Ode.wav","44 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/44 Mottled grasshopper - 1 series of echemes - example 2 - Baudewijn Ode.wav","44 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/45 Rufous grasshopper - 1 verse - Baudewijn Ode.wav","45 "
"/home/dz2v07/Dropbox/Shared/Orthoptera Sound App/species_recordings/45 Rufous grasshopper - 1 verse - example 2 - Baudewijn Ode.wav","45 "
